City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,palmer,42.1584,-72.3287,-21.03,37,0,4.12,US,1675493380
357,moncao,42.0789,-8.4808,7.3,70,0,1.77,PT,1675493380
358,bengkulu,-3.8004,102.2655,29.11,67,100,5.06,ID,1675493359
359,luvianos,18.9167,-100.4,15.38,46,10,2.1,MX,1675493381
360,tighina,46.8306,29.4711,-1.57,77,100,2.95,MD,1675493382
361,muros,42.7762,-9.0603,8.22,69,0,2.61,ES,1675493382
362,pahalgam,34.0333,75.3333,3.57,80,6,2.09,IN,1675493382
363,san cristobal,7.7669,-72.225,16.31,68,67,1.07,VE,1675493383
364,mittagong,-34.45,150.45,23.33,38,1,5.62,AU,1675493383
365,iskateley,67.6803,53.1512,-13.55,98,94,3.01,RU,1675493383
366,jeremoabo,-10.075,-38.4808,20.51,90,4,2.68,BR,1675493384
367,bathsheba,13.2167,-59.5167,26.34,73,40,8.23,BB,1675493384
368,bambous virieux,-20.3428,57.7575,29.56,74,40,4.63,MU,1675493384
369,geraldton,-28.7667,114.6,33.23,35,82,6.17,AU,1675493384
370,rehoboth,-23.3167,17.0833,26.17,30,95,3.52,NA,1675493385
371,dubti,11.7361,41.0853,27.08,55,7,2.79,ET,1675493385
372,vallenar,-28.5708,-70.7581,19.18,70,0,1.74,CL,1675493355
373,abha,18.2164,42.5053,16.9,55,0,4.12,SA,1675493386
374,soligalich,59.0778,42.2864,-2.89,95,100,2.7,RU,1675493386
375,talnakh,69.4865,88.3972,-12.31,96,100,1.94,RU,1675493386
376,viedma,-40.8135,-62.9967,19.16,74,0,3.83,AR,1675493387
377,requena,39.4883,-1.1004,3.77,42,0,2.63,ES,1675493387
378,luena,-11.7833,19.9167,19.11,90,100,0.68,AO,1675493388
379,grindavik,63.8424,-22.4338,0.97,74,75,15.95,IS,1675493388
380,saldanha,-33.0117,17.9442,15.03,75,0,2.73,ZA,1675493388
381,barkot,30.8167,78.2,20.59,28,0,1.89,IN,1675493389
382,boa esperanca,-21.09,-45.5658,19.24,92,100,1.65,BR,1675493389
383,emerald,-23.5333,148.1667,32.41,41,38,4.83,AU,1675493389
384,nantucket,41.2835,-70.0995,-16.94,50,100,13.38,US,1675493156
385,sulejowek,52.2522,21.269,-0.62,95,100,6.56,PL,1675493390
386,chernukha,55.5974,43.7556,-3.75,96,99,3.03,RU,1675493390
387,hambantota,6.1241,81.1185,30.19,74,75,4.12,LK,1675493391
388,margate,51.3813,1.3862,8.72,80,88,1.34,GB,1675493391
389,port macquarie,-31.4333,152.9167,26.61,40,0,4.57,AU,1675493392
390,srednekolymsk,67.45,153.6833,-23.92,97,100,4.83,RU,1675493392
391,antofagasta,-23.65,-70.4,21.6,83,0,1.7,CL,1675493110
392,djibo,14.1022,-1.6306,18.07,15,5,5.11,BF,1675493392
393,nadvoitsy,63.8667,34.3167,-10.66,96,98,3.71,RU,1675493393
394,griffith,41.5284,-87.4237,-9.83,71,100,3.09,US,1675493393
395,jagdalpur,19.0667,82.0333,31.2,11,67,1.74,IN,1675493394
396,hovd,48.0056,91.6419,-11.12,72,94,1.9,MN,1675493394
397,northam,51.0333,-4.2167,8.12,89,100,3.68,GB,1675493394
398,kawalu,-7.3817,108.2082,29.69,62,100,1.08,ID,1675493395
399,zyryanka,65.75,150.85,-27.08,99,100,1.35,RU,1675493395
400,shanghai,31.2222,121.4581,12.18,44,0,3.0,CN,1675493259
401,dubai,25.2582,55.3047,22.16,60,40,4.63,AE,1675492701
402,cherskiy,68.75,161.3,-35.81,100,87,0.25,RU,1675493395
403,skjervoy,70.0311,20.9714,-8.0,77,100,11.91,NO,1675493396
404,barbastro,42.0356,0.1269,0.3,51,0,1.35,ES,1675493396
405,bandarbeyla,9.4942,50.8122,25.59,56,1,8.57,SO,1675493397
406,marsa matruh,31.3525,27.2453,14.11,67,75,4.63,EG,1675493397
407,ulsteinvik,62.3432,5.8487,3.37,54,100,1.79,NO,1675493397
408,sarkand,45.41,79.9186,3.15,91,100,3.08,KZ,1675493398
409,stephenville,32.2207,-98.2023,3.44,93,100,0.0,US,1675493399
410,poum,-20.2333,164.0167,28.35,76,99,5.36,NC,1675493399
411,waipawa,-41.4122,175.5153,21.69,73,0,2.39,NZ,1675493400
412,nome,64.5011,-165.4064,-15.47,85,100,3.6,US,1675493400
413,dolores,-36.3132,-57.6792,14.0,91,0,2.77,AR,1675493400
414,gushikawa,26.3544,127.8686,18.0,66,100,3.6,JP,1675493401
415,singaraja,-8.112,115.0882,27.49,83,100,3.15,ID,1675493401
416,roald,62.5833,6.1333,3.38,55,0,5.14,NO,1675493401
417,sangar,63.9242,127.4739,-24.74,96,100,0.98,RU,1675493402
418,kadoma,34.7333,135.5833,10.01,53,40,6.17,JP,1675493402
419,salima,-13.7804,34.4587,24.96,81,91,1.77,MW,1675493402
420,marana,32.4367,-111.2254,16.77,33,8,3.09,US,1675493403
421,denia,38.8408,0.1057,10.91,50,0,0.45,ES,1675493403
422,terney,45.0503,136.6092,-6.54,51,80,3.37,RU,1675493404
423,upington,-28.4478,21.2561,28.21,44,0,6.17,ZA,1675493404
424,lisakovsk,52.5369,62.4936,-15.2,90,27,2.07,KZ,1675493404
425,otradnoye,59.7775,30.8181,-2.81,94,100,3.41,RU,1675493405
426,itoman,26.1247,127.6694,18.43,68,75,4.63,JP,1675493405
427,chegdomyn,51.1167,133.0167,-20.98,89,92,0.28,RU,1675493406
428,kumluca,36.3703,30.2869,10.24,46,7,0.85,TR,1675493406
429,hoquiam,46.9809,-123.8893,9.99,92,100,6.69,US,1675493407
430,nemuro,43.3236,145.575,-4.86,62,99,2.52,JP,1675493407
431,hangu,39.2489,117.7892,9.02,27,0,2.95,CN,1675493408
432,sola,-13.8833,167.55,28.46,75,97,2.61,VU,1675493408
433,quelimane,-17.8786,36.8883,26.97,88,40,2.68,MZ,1675493409
434,thung song,8.1645,99.6804,29.61,64,58,5.2,TH,1675493409
435,waingapu,-9.6567,120.2641,25.05,88,100,3.41,ID,1675493409
436,broome,42.2506,-75.833,-18.63,75,100,4.63,US,1675493410
437,namibe,-15.1961,12.1522,22.75,74,80,2.4,AO,1675493410
438,sitka,57.0531,-135.33,0.94,86,20,0.0,US,1675493411
439,port hardy,50.6996,-127.4199,5.1,100,75,1.54,CA,1675493129
440,alugan,12.2188,125.4808,26.36,85,33,6.99,PH,1675493411
441,estrela,-28.0611,-50.9383,14.4,97,92,0.75,BR,1675493412
442,arman,59.7,150.1667,-21.66,86,56,3.37,RU,1675493412
443,meulaboh,4.1363,96.1285,25.34,83,100,0.97,ID,1675493413
444,deputatskiy,69.3,139.9,-31.23,98,100,2.02,RU,1675493413
445,kikwit,-5.041,18.8162,24.69,75,66,1.34,CD,1675493414
446,lewistown,40.5992,-77.5714,-10.45,61,0,4.12,US,1675493367
447,yulara,-25.2406,130.9889,29.08,20,0,4.91,AU,1675493414
448,sharjah,25.3573,55.4033,22.16,60,40,4.63,AE,1675493415
449,la plaine,15.3333,-61.25,23.92,82,49,6.75,DM,1675493415
450,gao,16.6362,1.637,17.96,14,85,5.28,ML,1675493415
451,wanning,18.8003,110.3967,23.7,82,99,3.79,CN,1675493416
452,bol,13.4586,14.7147,21.37,33,100,8.01,TD,1675493416
453,waynesville,35.4887,-82.9887,-3.75,82,0,2.68,US,1675493414
454,rawson,-43.3002,-65.1023,22.13,54,0,4.37,AR,1675493417
455,senno,59.5336,33.9167,-3.74,96,99,2.31,RU,1675493417
456,bilibino,68.0546,166.4372,-31.55,99,17,2.89,RU,1675493418
457,pauini,-7.7136,-66.9764,22.03,99,100,0.45,BR,1675493418
458,tual,-5.6667,132.75,28.19,77,100,7.65,ID,1675493419
459,vila velha,-20.3297,-40.2925,24.97,85,0,3.6,BR,1675493419
460,atikokan,48.7555,-91.6216,-18.29,80,98,4.91,CA,1675493419
461,mersing,2.4312,103.8405,27.95,83,40,5.66,MY,1675493420
462,isangel,-19.55,169.2667,28.38,86,100,6.52,VU,1675493420
463,harper,4.375,-7.7169,25.51,86,1,1.79,LR,1675493421
464,domoni,-12.2569,44.5319,29.28,71,100,1.25,KM,1675493421
465,buala,-8.145,159.5921,27.74,80,98,1.01,SB,1675493421
466,boa vista,2.8197,-60.6733,24.99,73,40,6.69,BR,1675493422
467,okhotsk,59.3833,143.3,-23.2,86,91,4.22,RU,1675493422
468,mahajanga,-15.7167,46.3167,30.01,74,20,2.57,MG,1675493422
469,xuddur,4.1213,43.8894,27.39,38,76,9.03,SO,1675493423
470,kovdor,67.5662,30.4758,-14.07,100,100,1.39,RU,1675493423
471,tezu,27.9167,96.1667,28.44,13,0,1.77,IN,1675493423
472,kutum,14.2,24.6667,16.46,20,86,2.6,SD,1675493424
473,havre-saint-pierre,50.2334,-63.5986,-21.0,64,100,12.86,CA,1675493424
474,peniche,39.3558,-9.3811,8.95,93,0,4.57,PT,1675493424
475,sena madureira,-9.0656,-68.6569,21.83,96,100,0.38,BR,1675493425
476,lamont,35.2597,-118.9143,13.93,42,6,1.14,US,1675493425
477,bakurianis andeziti,41.7337,43.4724,-4.21,40,100,2.33,GE,1675493426
478,dicabisagan,17.0818,122.4157,25.09,68,74,3.2,PH,1675493426
479,katobu,-4.9408,122.5276,24.74,90,100,3.02,ID,1675493426
480,prince george,53.9166,-122.753,0.9,91,0,2.57,CA,1675493427
481,florence,43.7667,11.25,9.09,90,75,1.03,IT,1675493159
482,kushmurun,52.4503,64.6311,-14.16,91,13,2.61,KZ,1675493427
483,moree,-29.4667,149.85,27.26,16,0,6.46,AU,1675493427
484,shahrud,36.4182,54.9763,3.68,56,100,2.48,IR,1675493272
485,norden,53.6,7.2,2.75,91,100,3.0,DE,1675493428
486,dinghai,26.2847,119.7936,9.51,89,100,6.93,CN,1675493428
487,pankrushikha,53.8319,80.3406,-10.06,89,12,2.53,RU,1675493429
488,falam,22.9167,93.6833,25.56,9,95,0.76,MM,1675493429
489,bambanglipuro,-7.95,110.2833,28.26,74,100,7.4,ID,1675493430
490,byron bay,-28.65,153.6167,28.17,74,97,3.34,AU,1675493430
491,aksu,41.1231,80.2644,-0.65,67,100,1.59,CN,1675493430
492,bonavista,48.6499,-53.1147,-10.2,68,5,15.26,CA,1675493431
493,atar,20.5169,-13.0499,14.72,12,100,4.34,MR,1675493431
494,kodinsk,58.6881,99.1844,-11.32,91,97,1.3,RU,1675493431
495,noumea,-22.2763,166.4572,30.99,70,100,6.42,NC,1675493381
496,puqi,29.7167,113.8833,11.54,55,100,1.84,CN,1675493432
497,san patricio,28.017,-97.5169,10.47,87,0,2.08,US,1675493432
498,taicheng,38.731,113.228,2.04,20,0,2.04,CN,1675493432
499,angoche,-16.2325,39.9086,29.06,69,7,0.82,MZ,1675493433
500,paine,-33.8167,-70.75,25.05,62,0,0.48,CL,1675493433
501,lac du bonnet,50.2536,-96.0612,-18.75,93,72,3.81,CA,1675493433
502,rusape,-18.5278,32.1284,23.86,59,87,1.83,ZW,1675493434
503,lumding,25.7535,93.1732,29.14,21,0,1.39,IN,1675493434
504,nadym,65.5333,72.5167,-14.14,95,30,3.65,RU,1675493434
505,yazoo city,32.8551,-90.4056,-1.72,72,0,2.4,US,1675493435
506,boone,39.0334,-92.3335,-1.93,44,3,0.45,US,1675493435
507,tarbert,55.8628,-5.4162,8.61,87,100,4.45,GB,1675493435
508,balykshi,47.0667,51.8667,-5.0,93,100,4.0,KZ,1675493436
509,alta floresta,-9.8756,-56.0861,20.49,99,99,0.54,BR,1675493436
510,samarai,-10.6167,150.6667,28.84,75,100,2.26,PG,1675493436
511,weligama,5.9667,80.4167,28.58,71,22,1.39,LK,1675493437
512,alice springs,-23.7,133.8833,26.75,28,0,5.66,AU,1675493437
513,am timan,11.0297,20.2827,25.48,14,98,5.02,TD,1675493437
514,cockburn town,21.4612,-71.1419,25.25,74,73,7.56,TC,1675493438
515,shalya,57.2471,58.7298,-7.07,82,100,0.73,RU,1675493438
516,makoshyne,51.46,32.3396,-4.54,94,89,3.22,UA,1675493438
517,port hawkesbury,45.6169,-61.3485,-21.23,79,100,10.8,CA,1675493439
518,sovetskiy,61.3614,63.5842,-10.16,95,100,2.12,RU,1675493439
519,miandrivazo,-19.5167,45.4667,29.47,64,93,0.48,MG,1675493439
520,gualeguaychu,-33.0094,-58.5172,16.93,86,0,2.81,AR,1675493440
521,gobabis,-22.45,18.9667,23.76,59,93,1.05,NA,1675493440
522,kiama,-34.6833,150.8667,27.43,36,0,6.26,AU,1675493440
523,hualmay,-11.0964,-77.6139,21.81,85,100,2.62,PE,1675493441
524,yumen,40.2833,97.2,1.78,27,92,6.39,CN,1675493441
525,zhangye,38.9342,100.4517,4.68,22,50,6.19,CN,1675493441
526,hit,33.6416,42.8251,11.78,46,33,5.3,IQ,1675493442
527,linhares,-19.3911,-40.0722,21.3,98,30,1.74,BR,1675493442
528,mount gambier,-37.8333,140.7667,17.75,58,45,4.29,AU,1675493443
529,gabu,12.2833,-14.2167,18.92,66,1,1.17,GW,1675493443
530,myrtle beach,33.6891,-78.8867,3.02,60,0,3.6,US,1675493443
531,elias,2.0117,-75.9397,15.29,77,13,1.59,CO,1675493444
532,sinnamary,5.3833,-52.95,24.07,89,91,4.72,GF,1675493444
533,tirau,-37.9833,175.75,21.42,91,70,2.19,NZ,1675493444
534,makakilo city,21.3469,-158.0858,25.18,77,0,3.09,US,1675493445
535,evanton,57.6638,-4.34,9.81,86,100,2.97,GB,1675493445
536,vostok,46.4856,135.8833,-14.12,91,100,2.94,RU,1675493445
537,mancio lima,-7.6142,-72.8958,21.02,98,99,0.75,BR,1675493446
538,kununurra,-15.7667,128.7333,34.99,41,100,2.57,AU,1675493189
539,rudnogorsk,57.2639,103.7519,-12.03,87,100,2.1,RU,1675493446
540,la ronge,55.1001,-105.2842,-10.86,85,100,1.54,CA,1675493446
541,lima,-12.0432,-77.0282,23.28,83,40,7.72,PE,1675493138
542,ushibuka,32.1906,130.0228,10.73,55,100,7.24,JP,1675493447
543,gat,31.61,34.7642,11.33,100,100,7.04,IL,1675493285
544,makhachkala,42.9764,47.5024,3.99,68,70,2.88,RU,1675493231
545,bluefield,37.2698,-81.2223,-8.45,74,0,1.54,US,1675493382
546,kulhudhuffushi,6.6221,73.07,26.54,71,98,0.21,MV,1675493447
547,anadyr,64.75,177.4833,-23.72,70,20,2.0,RU,1675493448
548,bay roberts,47.5999,-53.2648,-4.82,78,100,5.36,CA,1675493255
549,padang,-0.9492,100.3543,30.03,66,100,2.63,ID,1675493448
550,russkiy aktash,55.0384,52.1214,-7.98,83,100,2.27,RU,1675493449
551,devonport,-41.1667,146.35,15.9,65,79,7.22,AU,1675493449
552,miles city,46.4083,-105.8406,1.54,64,0,3.6,US,1675493449
553,avera,33.194,-82.5271,2.73,56,0,3.98,US,1675493450
554,santiago del estero,-27.7951,-64.2615,20.84,56,87,2.67,AR,1675493450
555,honiara,-9.4333,159.95,28.23,82,100,1.11,SB,1675493450
556,noyabrsk,63.1994,75.4507,-12.09,94,19,3.62,RU,1675493451
557,sept-iles,50.2001,-66.3821,-25.0,74,100,12.35,CA,1675493451
558,khani,41.9563,42.9566,-0.24,37,100,2.69,GE,1675493451
559,kropotkin,45.4375,40.5756,3.03,75,100,1.92,RU,1675493243
